1;Producto1;28.721150956912243
2;Producto2;84.05696250745707
3;Producto3;16.013744050670255
4;Producto4;28.429966902208715
5;Producto5;53.85247123773303
6;Producto6;64.69649601412061
7;Producto7;49.62572174620489
8;Producto8;90.90458577909287
9;Producto9;15.732302882771554
10;Producto10;94.62469801270242
11;Producto11;94.90690887257824
12;Producto12;24.045530301462925
13;Producto13;95.19078213475892
14;Producto14;72.84265314200387
15;Producto15;13.882193210282058
16;Producto16;55.700468405932035
17;Producto17;86.94294553894102
18;Producto18;33.45146064937721
19;Producto19;52.894773849533216
20;Producto20;13.212547225683746
21;Producto21;18.311250706980463
22;Producto22;9.900230690160672
23;Producto23;82.25652318445432
24;Producto24;60.4109013986494
25;Producto25;47.66466442961408
26;Producto26;43.93860655493882
27;Producto27;73.47780709401948
28;Producto28;83.81160472954687
29;Producto29;8.715105091767283
30;Producto30;4.364764887238604
31;Producto31;81.43818198294635
32;Producto32;46.29384496047154
33;Producto33;76.28461974847094
34;Producto34;25.288746460630087
35;Producto35;34.89460288003191
36;Producto36;60.20751543854919
37;Producto37;16.754335422509214
38;Producto38;21.384847354061964
39;Producto39;2.88388153492537
40;Producto40;18.684765798172887
41;Producto41;52.128964086412154
42;Producto42;88.48577360691372
43;Producto43;96.86133156291575
44;Producto44;63.86954352569061
45;Producto45;10.498148467807166
46;Producto46;51.87507684083399
47;Producto47;88.82765630751442
48;Producto48;63.845494403096104
49;Producto49;57.64875814087612
50;Producto50;81.76339557135974
51;Producto51;74.2313440956705
52;Producto52;16.234036084856452
53;Producto53;4.679753508727025
54;Producto54;55.68783807827037
55;Producto55;85.09390696260569
56;Producto56;95.7508130258275
57;Producto57;64.69401634763133
58;Producto58;10.952827308416701
59;Producto59;63.590573959083265
60;Producto60;15.450131822095859
61;Producto61;87.98908995458842
62;Producto62;96.73456448330163
63;Producto63;39.229063907206715
64;Producto64;76.95342186507123
65;Producto65;39.64152664939231
66;Producto66;5.10025687942729
67;Producto67;13.80436181419189
68;Producto68;43.64913293178601
69;Producto69;95.97712694179835
70;Producto70;32.94706583658866
71;Producto71;47.46746866493601
72;Producto72;82.66790007135697
73;Producto73;27.14203981430505
74;Producto74;2.7447150952871535
75;Producto75;56.531304716249764
76;Producto76;86.37821431405155
77;Producto77;1.8373595723046754
78;Producto78;48.969582887895605
79;Producto79;79.04711160194971
80;Producto80;2.2142740683961715
81;Producto81;97.25247624394129
82;Producto82;59.24696427539753
83;Producto83;37.71979021642152
84;Producto84;70.83902098270009
85;Producto85;22.33013427135384
86;Producto86;44.4721775737124
87;Producto87;31.390857462528533
88;Producto88;96.96185226103094
89;Producto89;65.7187732509956
90;Producto90;0.5600336200205946
91;Producto91;16.102800054046217
92;Producto92;54.5718628377722
93;Producto93;61.11541376502452
94;Producto94;15.976085785442361
95;Producto95;94.66875626941305
96;Producto96;58.91389616428118
97;Producto97;22.174976787899226
98;Producto98;73.83205439764889
99;Producto99;19.706659411916494
100;Producto100;21.22606435748938
